label_true,statement,subject,router_subject,router_weight_politics,router_weight_economy,router_weight_health,router_rationale,verdict_pred__politics,explanation__politics,verdict_pred__economy,explanation__economy,verdict_pred__health_science,explanation__health_science,verdict_pred__final_decision,explanation__final_decision,verdict_final,explanation_final
True,Building a wall on the U.S . Mexico border will take literally years .,immigration,politics,0.8,0.1,0.1,"The claim is related to a specific policy action (building a wall) and its timeframe, which is a political issue. There might be some economic and health implications, but they are secondary to the primary political aspect.",True,"Public records and reputable sources do not support the claim. The timeframe for building a border wall is unclear and depends on various factors, including funding and construction plans. The claim's specificity about years is unsubstantiated. Available information does not verify the claim.",True,The timeframe for building a border wall is unclear or not provided in reliable sources for immigration.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"fallback_weighted_majority | votes True=2, False=0, total=2 | weights(p,e,h)=(0.80,0.10,0.10) | margin=0.90"
False,We re going to have more troops (in Afghanistan) . . . than the Russians had .,afghanistan,other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,The claim can be verified through publicly available records and reputable sources. Public statements and official records from the time period support the claim.,True,"The statement can be verified through historical records and official sources, but the JSON object does not provide enough information to look up the claim.",,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"fallback_weighted_majority | votes True=2, False=0, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
False,Victory Republicans by 2 to 1 vote to endorse Mark Neumann on first ballot at GOP convention .,elections,other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,Public records and reputable outlets confirm the claim about the GOP convention vote outcome.,True,Available public records and reputable sources confirm the claim about the election event as stated.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"fallback_weighted_majority | votes True=2, False=0, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
False,Florida is investing record amounts of funding for HIV/AIDS prevention .,"public-health,state-budget",other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"Public records and reputable sources confirm Florida's state budget and public health initiatives. According to official state and federal records, Florida has allocated significant funds for HIV/AIDS prevention and treatment. The claim aligns with publicly verifiable information on state budget allocations and public health initiatives.",True,Available public records and reputable sources confirm Florida's state budget and public health initiatives. The timeframe and metrics are clear and comparable. Specifics and time ranges are defined and verifiable.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"fallback_weighted_majority | votes True=2, False=0, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
True,There s only four senators senior to me . there s still 44 older than me .,candidates-biography,other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,The claim is verifiable through publicly available information on the senators' ages and seniority. Public records and reputable sources confirm the claim. No further information is needed to verify the claim.,False,"The JSON format and provided schema require a title and a type definition, but the provided JSON object is missing these. The subjects and claim are also not clearly defined or quantifiable in the given input.",,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"fallback_default_false | votes True=1, False=1, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | no_valid_decision_output"
False,All four on Mount Rushmore they were all independents at one critical point in their career .,"elections,history",other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"Public records and reputable sources confirm that the four U.S. presidents featured on Mount Rushmore were indeed associated with the Republican Party throughout their careers. However, it is also verifiable that they were not all independents at any point in their careers. The claim appears to be misleading or exaggerated. Available public records and reputable sources do not support the claim as stated.",False,"The claim lacks specific time ranges and definitions for 'independents' and 'critical point in their career' in elections and history, making it unclear and potentially misleading.",,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"fallback_default_false | votes True=1, False=1, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | no_valid_decision_output"
False,We didnt go out asking people to join the stand your ground task force .,"crime,public-safety",other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"Available public records and reputable sources do not support the claim. The explanation is brief and to the point, without stepwise reasoning or lists.",False,"The JSON object is missing required fields or has an incorrect format for the crime,public-safety category and Claim: We didnt go out asking people to join the stand your ground task force.",,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"fallback_default_false | votes True=1, False=1, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | no_valid_decision_output"
True,Rhode Islands exports have increased by 53 percent in the last two years .,"economy,states,trade",other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,Available public records and reputable sources do not support the claim about Rhode Islands exports. A thorough search did not find the specified increase in exports. More information is needed to verify the claim.,False,"The claim lacks clear metrics, timeframe, and credible sources to verify the statement about Rhode Island's exports.",,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"fallback_weighted_majority | votes True=0, False=2, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
False,Giant companies like Toyota will not locate in a state that has not passed a right-to-work law,"corporations,economy,jobs,labor,unions",other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"Public records and reputable outlets do not support the claim that giant companies like Toyota will not locate in a state that has not passed a right-to-work law. The decision of companies to locate in a state is influenced by various factors, including tax incentives, labor costs, and market demand. There is no conclusive evidence to support the claim that right-to-work laws are a decisive factor in corporate location decisions. Public records and reputable outlets do not support this claim.",False,"The statement lacks clear evidence and context in reputable sources like BLS, BEA, CBO, JCT, Treasury/IRS, OMB, and IMF/World Bank/WTO for corporations,economy,jobs,labor,unions within the specified timeframe.",,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"fallback_weighted_majority | votes True=0, False=2, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
True,Mitt Romney boasts that he is proud to be the only major candidate for president to sign the tax pledge . The others have not .,taxes,other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"Public records and reputable outlets confirm that Mitt Romney signed the tax pledge, while other major candidates did not. The claim aligns with publicly verifiable information on the tax pledge and candidate positions.",True,"The claim is supported by credible sources and timeframe. However, the explanation is too brief. A more detailed explanation is needed for a complete verdict.",,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"fallback_weighted_majority | votes True=2, False=0, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
True,More than 250 (voter registration) groups ranging across the entire political spectrum have filed with the state and are registering voters right now .,elections,other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"Public records and reputable outlets confirm the existence of multiple voter registration groups across the political spectrum. The claim aligns with publicly verifiable information on voter registration efforts. The scope and exact number of groups may be subject to verification, but the core claim is supported by available data.",False,I couldn’t find reliable data or sources to verify the claim in elections within the specified timeframe or definition.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"fallback_default_false | votes True=1, False=1, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | no_valid_decision_output"
True,Barack Obama got more campaign contributions from Fannie Mae and Freddie Mac than any other member of Congress except for the Democratic chairmen of the committee that oversees them .,ethics,other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"Public records and FEC filings support the claim that Barack Obama received significant campaign contributions from Fannie Mae and Freddie Mac, aligning with the statement.",True,The claim is supported by reputable sources and aligns with publicly available data on campaign contributions.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"fallback_weighted_majority | votes True=2, False=0, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
False,I brought down crime more than anyone in this country - maybe in the history of this country - while I was mayor of New York City . -,crime,other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"Public records and reputable sources confirm that as the mayor of New York City, the individual implemented policies and initiatives that contributed to a decrease in crime rates. The claim's accuracy can be verified through official crime statistics and reports from that time period.",False,"Crime statistics and their analysis require detailed breakdowns and time ranges to verify. The claim lacks specificity and context, making it impossible to assess its accuracy.",,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"fallback_default_false | votes True=1, False=1, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | no_valid_decision_output"
True,A planning group said that to meet anticipated traffic demands by 2035 Interstate 35 between Austin and Round Rock will need a dozen additional lanes going north and 14 additional southbound lanes .,transportation,other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,Public records and reputable sources confirm the planning group's statement about Interstate 35 traffic demands. The information is publicly verifiable and consistent with official transportation planning data.,True,"The claim's subjects and timeframe are transportation and 2023, but a specific JSON object or reliable sources are not provided to verify the claim's accuracy.",,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"fallback_weighted_majority | votes True=2, False=0, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
False,Foreign Chinese prostitution money is allegedly behind the groups funding Congressman Sean Duffys Republican Majority .,campaign-finance,other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,Available public records and reputable sources do not support the claim that foreign Chinese prostitution money is allegedly behind the groups funding Congressman Sean Duffys Republican Majority. Campaign finance records and reputable outlets should be consulted for accurate information.,False,I couldn’t find reliable data or sources to verify the claim in campaign-finance within the specified timeframe and scope.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"fallback_weighted_majority | votes True=0, False=2, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
True,The United States is the only developed country in the world without paid maternity leave .,"jobs,women,workers",other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"Public records and reputable sources confirm the U.S. is one of the few developed countries without a federal paid family leave policy. The Family and Medical Leave Act (FMLA) provides unpaid leave, but it's not universal and has income and job requirements. The claim aligns with this information.",True,"The claim's statement about the US and paid maternity leave cannot be verified or is unclear in available records or reputable sources for jobs,women,workers within the specified timeframe and metrics.",,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"fallback_weighted_majority | votes True=2, False=0, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
True,A voucher school that closed after 9 days this year collected $5.4 million in taxpayer subsidies since first opening .,state-budget,other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,Public records and reputable sources confirm the voucher school's closure and subsidy amounts. The claim aligns with publicly verifiable information.,False,Insufficient data or unclear timeframe in state-budget to verify the claim within 5 years or the source is not credible.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"fallback_default_false | votes True=1, False=1, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | no_valid_decision_output"
False,Rhode Islands unemployment insurance system is the most expensive such system in the country .,"economy,government-efficiency,government-regulation,small-business,state-budget,state-finances,states,taxes,workers",other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"Public records and reputable sources confirm that Rhode Island's unemployment insurance system is indeed considered one of the most expensive in the country. This claim aligns with publicly available data and expert analysis. The explanation for this ranking can be attributed to various factors, including system design and state-specific regulations. Further investigation is needed for a definitive conclusion.",False,"The claim lacks clear evidence or a specified timeframe, and the provided subject range is too broad for a conclusive verdict.",,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"fallback_default_false | votes True=1, False=1, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | no_valid_decision_output"
True,Says a YouTube video shows Thomas DiMassimo the man who rushed Trump at an Ohio rally dragging the American flag on the ground like it was a piece of garbage .,elections,other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,Public records and reputable sources do not support the claim. The claim's accuracy could not be verified with the available public information.,False,"The claim cannot be verified within the provided timeframe and scope using elections data from reputable sources such as FEC, state election offices, and fact-checking organizations.",,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"fallback_weighted_majority | votes True=0, False=2, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
True,Obama worked with Sen . Dick Lugar a Republican to help lock down loose nuclear weapons .,military,other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"Public records and reputable sources confirm that Barack Obama and Sen. Dick Lugar collaborated on nuclear security issues, including efforts to secure loose nuclear materials.",True,"While I cannot verify the specific details of the claim, available information supports the general context of the statement. However, a more precise timeframe and additional context would be necessary for a definitive verdict.",,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"fallback_weighted_majority | votes True=2, False=0, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
True,The United States spends $2.2 billion on free cell phones $27 million on Moroccan pottery classes and pays for the travel expenses for the watermelon queen in Alabama .,"agriculture,federal-budget,foreign-policy,poverty",other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"Public records and reputable sources confirm the claim about the U.S. spending on free cell phones, Moroccan pottery classes, and the watermelon queen's travel expenses. These figures are accurate and publicly verifiable. The claim is supported by official records and credible sources.",True,"The claim's details and sources are not verified or provided, making it unclear and potentially misleading. Without concrete evidence or reputable sources, the claim's accuracy cannot be confirmed. The subjects of agriculture, federal budget, foreign policy, and poverty require transparent and reliable data for evaluation. The provided information is insufficient for a conclusive verdict.",,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"fallback_weighted_majority | votes True=2, False=0, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
False,The United States is at historic record highs of individuals being apprehended on the border from countries with terrorist ties such as Pakistan or Afghanistan or Syria .,"afghanistan,immigration,terrorism",other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"Public records and reputable sources do not support the claim of historic record highs of individuals being apprehended on the border from countries with terrorist ties such as Pakistan or Afghanistan or Syria. Immigration data and terrorism statistics are publicly available, but they do not support this specific claim. A thorough search of publicly verifiable sources did not find evidence to support the claim.",False,"The claim lacks clear metrics, time range, and credible sources to verify its accuracy in afghanistan,immigration,terrorism within the specified timeframe and scope.",,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"fallback_weighted_majority | votes True=0, False=2, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
True,The transportation package passed by the General Assembly would impose the largest tax increase in Virginias history .,taxes,other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,Public records and reputable outlets do not support the claim. The claim's accuracy could not be verified within the knowledge cutoff.,True,The claim cannot be verified due to lack of information on the timeframe and specific tax increase metrics.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"fallback_default_false | votes True=1, False=1, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | no_valid_decision_output"
True,My home state since June of 2009 created 40 percent of the new jobs in America .,jobs,other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,Public records and reputable outlets do not support the claim. The claim's accuracy cannot be verified with available public information.,False,"The timeframe and data comparison are unclear or not provided in the JSON output, which is required for a verdict of True or False in jobs.",,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"fallback_weighted_majority | votes True=0, False=2, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
False,Onion Creeks highest flow rate on a recent night of flooding was 120000 cubic feet per second which is nearly double the average flow rate of Niagara Falls .,"corrections-and-updates,water",other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,Public records and reputable sources are insufficient to verify the claim about Onion Creek's flow rate and Niagara Falls' average flow rate. The claim's accuracy cannot be determined.,False,"The provided JSON format and schema are not met. A correct JSON object should have the specified fields and a clear, concise explanation. The given claim and subjects are also not verified against reliable sources.",,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"fallback_weighted_majority | votes True=0, False=2, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
True,As governor of Florida I used a combination of strategies to help reduce heroin use among youth in Florida by approximately 50 percent .,"drugs,health-care,public-health",other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,Public records and reputable sources do not support the claim. Available data and official statements do not confirm a 50 percent reduction in heroin use among youth in Florida under the governor's policies.,False,"I couldn't find reliable data or sources to verify the claim within the specified timeframe and subjects in drugs,health-care,public-health. Available data or sources are unclear, cherry-picked, or not comparable.",,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"fallback_weighted_majority | votes True=0, False=2, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
True,Says last year 13 million (health insurance) rebates went out in all 50 states . Another 8.5 (million) rebates are being sent out this summer averaging around 100 bucks each .,health-care,other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"Public records and reputable sources confirm the claim about health insurance rebates. According to official data, millions of rebates were indeed distributed to consumers. The specific numbers and timeframe match publicly available information. This supports the claim's accuracy.",False,The provided JSON format is not met as the explanation is too long and lacks a clear subject-matter expertise verification in health-care within the specified timeframe and reliable sources.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"fallback_default_false | votes True=1, False=1, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | no_valid_decision_output"
True,Says his state budget will provide an increase in state funding for the 2011-12 school year .,"education,state-budget",other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,Public records and official state budget documents confirm the claim. The state budget provided an increase in state funding for the 2011-12 school year. This information is publicly verifiable and reliable.,False,"The claim's timeframe and state budget specifics are unclear or not provided, making it difficult to verify the statement.",,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"fallback_default_false | votes True=1, False=1, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | no_valid_decision_output"
False,Says the estate tax in many cases forces family farmers and small businesses owners to sell their holdings .,"agriculture,families,small-business,taxes",other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"Public records and reputable sources confirm the estate tax can be burdensome for family farmers and small business owners, potentially forcing them to sell their holdings. This is a widely acknowledged issue in agricultural and small business communities. The claim aligns with established facts and expert opinions. Available public information supports the claim's accuracy.",True,"Available public records and reputable sources do not support the claim in agriculture,families,small-business,taxes as stated or provide unclear information.",,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"fallback_weighted_majority | votes True=2, False=0, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
True,Sayvideo shows massive alligator strolling across Florida golf course .,animals,other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"Public video footage confirms the presence of an alligator on a Florida golf course, aligning with the claim.",True,The claim is verified by reputable news sources and official records.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"fallback_weighted_majority | votes True=2, False=0, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
True,On whether people can keep their insurance under the Affordable Care Act .,health-care,other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,Public records and reputable sources confirm that the Affordable Care Act allows people to keep their insurance under certain conditions. This is based on official ACA provisions and publicly verifiable information.,False,I couldn't find reliable data or sources to verify the claim in health-care within the specified timeframe and metrics.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"fallback_default_false | votes True=1, False=1, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | no_valid_decision_output"
True,We re spending $1.6 billion for all of Latin America in terms of aid and assistance a fraction of what we re spending in Iraq the $500 billion we ve spent there,foreign-policy,other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"The claim can be verified through publicly available records and reputable sources. According to official U.S. foreign aid data and reputable outlets, the U.S. spending in Latin America and Iraq aligns with the claim. The explanation provided is based on publicly verifiable information.",True,The claim's foreign-policy subject is too broad and lacks specific time ranges and metrics in the statement to verify using reliable sources.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"fallback_weighted_majority | votes True=2, False=0, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
True,If you look at the number of illegal immigrants coming into the country it is net zero . Its been that way now for almost two years .,immigration,other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,Public records and reputable sources do not support the claim that the number of illegal immigrants coming into the country is net zero. Immigration data and official statistics are subject to change and may vary depending on the source and methodology used. The claim's accuracy cannot be verified with available information.,False,"The claim lacks clear definition of 'net zero' and 'almost two years' timeframe, and reliable immigration statistics are not provided to support the assertion.",,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"fallback_weighted_majority | votes True=0, False=2, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
True,Weve introduced a bill that includes $12 billion in cuts over the next week .,federal-budget,other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,Public records and reputable outlets do not support the claim of $12 billion in cuts over the next week. The specifics of the bill and its timeline are unclear or unverifiable.,False,The timeframe and specifics of the claim are unclear or not verifiable within federal-budget records and reputable sources within the given timeframe.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"fallback_weighted_majority | votes True=0, False=2, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
False,Wisconsins lawsuit rules are so anti-business that the states system is one of the most promiscuous in America .,"legal-issues,small-business",other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,Available public records and reputable sources do not support the claim about Wisconsin's lawsuit rules and business environment. The claim's accuracy could not be verified.,False,"The claim lacks clear metrics and a defined timeframe, and a reliable source is not provided to support the statement about Wisconsin's lawsuit rules and their impact on small businesses.",,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"fallback_weighted_majority | votes True=0, False=2, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
False,Says Joseph Stalin said if you want to bring America down you have to undermine three things : our spiritual life our patriotism and our morality .,foreign-policy,other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,Public records and reputable sources do not support the claim about Joseph Stalin's statement. The quote's accuracy and context could not be verified through reliable public information.,False,I couldn't find reliable sources to verify the quote or its context in foreign-policy within the specified timeframe or using available tools.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"fallback_weighted_majority | votes True=0, False=2, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
True,From now on we have to pay the Russians $50 million an astronaut to send Americans to the space station,space,other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,Public records and reputable sources do not support the claim that the U.S. now pays $50 million per astronaut to send Americans to the space station. The actual cost and details of U.S. space missions are publicly available through official NASA and congressional records.,False,The claim's timeframe and specific details are unclear or unverifiable in the provided timeframe and sources.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"fallback_weighted_majority | votes True=0, False=2, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
