subjects,statement,label
homeland-security,CNN claims the newest terror threat comes from an ape.,False
budget,The budget cuts tax rates on the wealthy and eliminates corporate taxes.,True
health-care,A new health care system is being introduced for the nation,True
immigration,Obama's proposal would require states to pass laws on letting undocumented immigrants into the country.,False
foreign-policy,Iraq plans to leave Kuwait if peace talks fail,False
economy,Congress 's tax cuts for the rich and middle class hurt the American economy,True
energy,The world's third-biggest energy company is headquartered in Asia Pacific.,True
transportation,"In this video of the year, the Los Angeles Department of Transportation runs several scenarios involving an oil spill in Los Angeles and the surrounding area.",True
immigration,a new law in the US states that illegal immigrants should lose their legal status,True
veterans,New law allows veterans to sue.,False
veterans,Military veterans don't have access to benefits.,True
trade,"In the past year, China has become an important source of foreign exchange for European economies' exports.",False
taxes,if a taxpayer has no return to file the return may be subject to interest or penalties,True
immigration,Obama adamantly condemned Obamacare if the bill comes to pass.,False
elections,The election is a political process centered on the state-wide selection of candidates.,False
crime,armed men set fire to a car as police chase,True
immigration,Immigration legislation was not enforced against those convicted of illegally living or trying to commit illegal acts,True
foreign-policy,"The government is enacting a programme of reforms to Iraqi foreign-policy, a report said",False
energy,The US ranked No 1 in world power in 2005.,False
climate-change,U.S. energy and carbon dioxide emissions are on the rise .,True
military,The Army's training manual now contains an error in the training method for the Army Commandant,False
economy,The price of oil soaring to record highs for the first time in decades.,False
climate-change,Climate change is a human-induced phenomenon in the environment,True
welfare,Social security benefits will only be expanded to people living in welfare homes.,False
immigration,"In 2010 more than 280,000 illegal immigration cases were resolved.",True
energy,The United States is buying renewable energy from countries in the Middle East to help build more power stations.,False
climate-change,There is a 'constellation warming due to the human activities that are altering the climate'.,True
homeland-security,A group of top terrorism officials say he is in agreement with President Bush's national security adviser.,False
transportation,Buses can be operated only on highways.,True
energy,Energy companies will be required to use more renewables and decrease emissions,False
military,American soldiers were killed by Russian forces fighting,True
environment,the environmental impact of the plan is a matter of public record,True
welfare,"NBC News, an affiliate of the AP, reported on Thursday that the president has cut $825 billion in federal welfare check-paying to low-income Americans.",False
budget,The budget bill released by Congress allows the government to defer spending of up to $34 billion.,False
foreign-policy,No wars took place in North Korea.,False
environment,A team of scientists were caught dumping two garbage trucks over the Atlantic Ocean.,False
immigration,U.S. policy allows countries to extend guest worker visas for families with low-skilled workers.,False
economy,A shaky economy stifles consumer spending and firms are focusing on profits and profits,True
welfare,Some people on welfare have already started to lose their jobs after the government reduced their benefits.,True
taxes,Taxes on food are being introduced.,False
immigration,Immigration is on the rise.,True
jobs,Several new jobs are being created in the manufacturing industry.,False
budget,Budget released,True
energy,China has a history of selling nuclear energy,True
elections,the people of kenya have won senate election.,True
elections,Iraq has promised to hold presidential election in March 2008.,False
immigration,Mexico and the rest of Latin America have an influx of illegal immigrants.,True
elections,The 2008 APEC elections saw the first presidential election under a new election format.,True
taxes,Tax rates are set in stone by the White House.,False
gun-control,Gun rights group argues proposal would stifle gun use in the US,False
transportation,"On Sept 26, the United States said it will begin the construction of more than 200 Light Rail Transit systems as part of an effort to improve public transit options across the country.",True
gun-control,Gun control laws have met resistance from the NRA,True
veterans,Veteran's Affairs Secretary John Dehlin announced he will stop accepting new military personnel at the Pentagon.,False
taxes,An upcoming tax cut is intended to entice business to invest that would traditionally have been levied on the unemployed.,True
climate-change,Scientists are predicting that new sea levels could cause major flooding in the Americas,True
health-care,ObamaCare: A Look at the Issues,False
gun-control,They were concerned about the deterioration in public safety,True
environment,"In a poll, 98 percent of Americans favour energy efficiency.",False
immigration,A man who is gay has died in a car crash in Mexico,False
health-care,Obamacare requires insurance companies to cover medical expenses for people who are not insured .,True
crime,the crime rate of the inner city has risen dramatically over the last ten years.,True
climate-change,The heat from the sun washes seawater into the atmosphere which causes weather .,True
health-care,"The White House said Bush's new health-care proposal was not based on science, but on political ideology.",False
crime,Most law enforcement agencies in the U.S. arrest people in the first three days.,True
foreign-policy,a US citizen will receive a security clearance,False
budget,The US government won't pass a budget bill.,False
budget,The budget for state and local government for 2001-2004 remained unchanged,False
climate-change,s ice sheets are melting faster than scientists expected,False
crime,In july a person was charged with assaulting her ex-boyfriend with a baseball bat,True
jobs,The Bush administration is considering job losses.,False
economy,Australia's economy could reach $ 450 billion by 2013.,False
foreign-policy,"Bush announced that he will take steps to end torture, on the same day that he proposed tougher penalties for war criminals.",True
transportation,iran-led transportation project will bring oil and gas-related companies to iran,True
climate-change,Climate change is a non-existent theory,False
climate-change,a new poll showed that the country has contributed a large share to climate change,True
gun-control,Gun dealers are selling guns to people,False
homeland-security,In Iraq the number of troops had swelled,False
immigration,Immigration is the largest single source of jobs in the US.,True
education,"""It is n't a problem""",False
environment,Australia's environment minister said that it is hoped that the new law would provide help and advice to protect Australians' environment.,False
trade,Trade is the basis of innovation,False
military,Obama's military adviser tells him to rethink war with Iraq,False
energy,Some of the problems have been solved,False
crime,"New Jersey Governor Chris Christie has said ""the state needs to spend more to prosecute criminals"".",False
military,As military prepares for the surge in Afghanistan troops,True
taxes,They were charged over 2 billion dollars in the last tax year to pay their share of the money used for the project.,True
education,A child who has just started school has to do homework every day.,True
veterans,The Iraq War has resulted in millions of war veterans being rescued.,False
health-care,Obama's health-care bill does away with private insurance and lets the government make decisions for the uninsured.,False
crime,The UN announced that it would begin a series of trials,True
budget,U.S. deficit could fall as a result,True
economy,economic growth slowed mainly due to a slowdown in China,True
taxes,"With the proposed tax cuts , some claim that the US economy will stall.",True
economy,American stock exchanges closed up at an 11-1/2 month high,True
budget,The budget was revised downward,True
welfare,The federal government is expanding its welfare program due to the number of applicants.,False
education,There will be no tuitions for kids from low-income families,True
gun-control,"In September 2005, a state law banning all semi-automatic handguns was repealed.",True
gun-control,Gun manufacturers argued that the ban would not hurt business.,False
veterans,Veterans have been credited for making the first major impact on politics.,True
budget,The budget was approved without changes,True
energy,"With the election of the National Energy Group, the political influence over US energy policy has shifted to the Republicans rather than the Democrats.",True
veterans,VA provides grants to vets seeking treatment.,False
trade,"The UK has been trading in commodities like gold, oil, energy, and other items with the USA since 1880.",False
transportation,"In August, the government voted to spend nearly $700 billion to improve aviation safety, according to figures released today.",False
education,Education is a good way for Americans to learn,False
taxes,"When all the money in the world goes into a program, it makes that money more easily available to the people who need it for taxes.",True
gun-control,A bill for more police officers in the US to be given guns was introduced in the US House of Representatives.,True
economy,The American economy has already hit the lowest point in more than a decade.,False
health-care,Presidents Bush and Obama are seeking health-care reform in the next year.,False
taxes,"When asked about tax cuts in the budget, Republicans say no.",False
elections,Obama won all major cities,True
veterans,Veteran in court pleads guilty to misdemeanors.,True
environment,Japan's deforestation escalating and threat to the environment on the rise,True
jobs,Employment has hit an 18 month high according to US Department of Labor,True
budget,budget cuts will hit the poor hardest,True
environment,he is part of the climate talks in meeting new climate scepticism.,False
economy,britain 's economy slumped in 2014,True
crime,"In the US, only about three in ten people are convicted .",False
budget,Budget is due to be delivered to public this week.,True
military,The military has not been known for being violent or violently aggressive.,True
military,A Japanese air force plane crashed in the sea near the Japanese island.,False
welfare,Welfare fraud in the US has skyrocketed by more than a third despite government assistance.,True
elections,The elections will be held on May 4.,False
gun-control,Republicans want to repeal ObamaCare,False
homeland-security,NSA's failure to target weapons in Iraq will hurt operations.,False
veterans,Veterans urged to enlist in the US Marine Corps,True
education,Students across the country are getting less money and less opportunities for education.,True
budget,Conservatives have pledged to stop government spending cuts,False
jobs,U.S. Secretary of Housing and Urban Development John Faulkner has launched a new website to connect low-income Americans with affordable homes and jobs.,False
trade,"Trade between the United States and China has slowed by 1.3% in the first five months of the year, compared to 1.4% in the same quarter last year.",False
crime,Crime rates are lowest in the winter months,True
gun-control,"There was a record number of gun-related murders reported in the US, it was reported.",False
trade,"In some cases an exporter may have a duty to pay for a duty-free import, and may be harmed if the duty is high or not paid.",True
military,a soldier from the U.S. military has died in Afghanistan,False
homeland-security,a law was passed to prevent terrorists from using vehicles,False
economy,America's inflation rate was 0.6 percent in May despite higher prices.,False
gun-control,"if the ban is repealed, gun dealers will be allowed to carry weapons, in contrast to the majority of states where they remain a protected right.",True
jobs,A report published on Monday called for a global ban on the creation of jobs in developing countries.,False
jobs,Several candidates have expressed concern about the situation.,False
energy,New energy rules will ease the government's grip on the lucrative renewable energy sector,True
military,The embassy said that airstrikes were directed at the Taliban camps in South Waziristan.,False
foreign-policy,"US, China join forces against Iraqi Taliban.",False
military,russia's military may have sparked an international upheaval.,True
taxes,Trump and Democrats promise to make tax overhaul a top priority,True
health-care,The law would prevent the Supreme Court from overturning ObamaCare,True
energy,It has increased by over 90% since 1990.,False
health-care,President Obama pledged to pass health reform.,True
military,The U.S. military is seeking out countries to host a joint counterterrorism conference.,True
trade,President Trump has blocked a new trade agreement,False
economy,China 's economy and stock markets grew at the fastest pace in three years,False
trade,The World Trade Organization has called on the United States to ban goods which have been tainted by toxic metals.,False
gun-control,Gun-control laws are not enacted in all states.,True
military,Iran to join U.S. military next year,False
homeland-security,"New Zealand's intelligence agency ""Hadis"" was hacked",False
veterans,New job and benefits will help veterans.,True
immigration,"A country, namely Mexico, is not allowed to build a wall along its entire border.",True
energy,Energy giants are focusing on renewables,True
education,"At the very least, he was an activist for free education.",False
military,New Zealand soldiers shot down & killed a man who was trying to steal their flag.,False
crime,They plan to sell off the flint based building to build a shopping complex.,True
jobs,Job losses at Dow Jones have accelerated since December.,True
energy,The Bush administration has rejected a plan by energy analysts to raise the cost of electric power by 20 percent.,True
climate-change,Global warming caused by human development has slowed by five percent since 1980,False
trade,Canada aims at trade deal with Russia,False
foreign-policy,Clinton praises Bush’s record,False
trade,Trade boosted by new rules,True
crime,The U.S. is not doing enough to help crime victims.,True
budget,The new budget will include a $287 billion reduction.,True
foreign-policy,"Bush, Bill Clinton and Hillary Clinton are all being investigated for war crimes in Yemen.",False
education,"The new National Standards for Schools show that the nation's schools are too rigid , and that children's abilities and interests are not being met.",False
welfare,The Democrat was a member of the Welfare Reform Commission,True
homeland-security,Iraq's military to help prepare for US attacks were defeated in 2003,False
environment,China will invest in developing coal mining,False
foreign-policy,There are a handful of Chinese officials who are stowed in the United Statesembassy.,False
taxes,The Obama administration has been slashing tax rates since 2005,True
environment,Some villagers in New Zealand's Gold Coast community are now building homes on public land,True
taxes,In the U.S. you can not file tax returns until the end of the year.,True
transportation,The city of Austin has been focusing on transit with new plans for bike lanes and sidewalks,True
health-care,Democrats say they will vote down a bill that would eliminate patient choice,False
economy,This news is for New Zealanders,True
environment,a new study shows a a sturgeon farm may contribute to sea turtle deaths,False
immigration,President Barack Obama has signed an executive order increasing U.S. immigration.,False
energy,Obama announces a new fuel-efficiency goal,True
budget,Obama administration 's $600 million budget cuts nix.,False
transportation,He said the country needs to build more airports.,True
environment,The EPA is investigating whether a gas company is in violation of the federal Clean Air Act.,False
trade,The US dollar rose against the euro and the yen in the intercontinental financial markets,True
health-care,"The first public protest to be planned by the health-care reform proposal will take place Thursday in Washington , D.C.",False
gun-control,"I had the opportunity to talk to him in a private setting , and was surprised to find him to be enthusiastically enthusiastic",True
jobs,"In September, the jobless rate rose to a 17-year high.",True
veterans,The government had offered no benefits to veterans and their families in the fiscal year that ended in September.,True
education,The school year ends in September,True
energy,China's power supply rose due to a shift to renewable energy.,True
military,"Wenatchee police have arrested six civilians in connection with the shooting, while another two were in jail.",False
military,The government has given the U.S. military tens of billions of dollars to buy weapons.,False
foreign-policy,the obama administration has a tougher stance on terrorism,True
trade,The company uses its own money to pay taxes.,True
homeland-security,A company has to use surveillance technology to monitor and protect against threats.,False
taxes,The CIA scuttled the Iraq War taxation program last week.,False
climate-change,China is building a large solar power plant to fight climate change,True
transportation,The newest and most powerful mode of transportation is the auto rickshaw.,True
homeland-security,dba will stop tampering with NSA spying,True
homeland-security,U.S. security measures to strengthen homeland protection,True
homeland-security,The 9/11 terrorists were captured and interrogated by the FBI.,False
jobs,The jobless rate hit a record low as well.,True
budget,"Bush outlined the plans for the 2011 budget to Congress on Tuesday, threatening to stall legislation with a vote of no confidence.",False
taxes,the government offers tax breaks,True
crime,Police have issued a plea in respect of the shooting of two police officers in east Belfast last year.,True
taxes,Tax cuts for most businesses,False
foreign-policy,A nuclear attack on Iran would not pose a threat to the nuclear Stanley Programâ.,False
taxes,In the United States a bill ostensibly about tax reform would allow some tax payers to delay payment.,True
budget,Budget cuts could hurt many working Americans.,False
environment,Environment Canada releases report on climate change,False
military,iraqi forces attack iraqi airfield,True
veterans,"""The veterans of the war in Afghanistan suffered a disproportionate loss of veterans and are in need of an immediate response, they say, to protect their health, safety, and dignity.""",True
foreign-policy,"The envoy is the only official in the world that has never declared war, says American envoy",False
environment,South-East Asia 's pollution is the highest in the world,False
foreign-policy,u.s. officials deny al-Qaida is behind attack on pakistan,True
taxes,"In January 2011, the new presidential inauguration ceremony was held.",True
gun-control,Guns are being seized from police,True
taxes,"Republican presidential candidate: ""We'll do away with taxes on a million Americans.",False
taxes,"The US Supreme Court ruled that the president can deduct an extra $400,000 from the tax bill of someone married by a previous marriage",False
taxes,Americans are taxed on some business profits,True
trade,Congress has voted to end restrictions imposed on exports from Iraq to the U.S under a trade deal,True
homeland-security,The armed terrorists targeted the town of Baghdad.,False
environment,Canada has the lowest per capita emissions in Europe by greenhouse gas emissions.,True
economy,America's economy is at an all time low,False
trade,The upcoming WTO trade conference is expected to focus on the issue of the global financial crisis and trade.,True
health-care,Mr. Obama has vowed to make health care cost more for all and lower insurance costs.,False
immigration,"They said Mexico's immigration system had been unfair on the people it sought to help , and that Mexico had no intention of taking on the jobs that would be created if the United States were to accept immigrants from the country.",True
immigration,The Obama administration has announced it will no longer build a border wall.,True
health-care,Health care reform is only one phase of the health care reform .,True
economy,The euro has been a strong currency for over a decade.,False
taxes,President Trump says Obama will get $5.5 trillion for a plan to reduce taxes and deficits.,False
environment,u.s. airwaves are contaminated by greenhouse gas production,True
economy,The United States economy grows at slowest pace in four years.,False
education,ISIS to begin bombing schools from airstrikes.,False
taxes,The bill would tax businesses with revenue of more than 20 million dollars a year.,True
energy,the energy sector was worth over $800 billion,True
economy,"Amid a slowdown in global demand, China is preparing to raise interest rates",True
economy,wta has been awarded a place in history,True
energy,"A study found that ethanol production will fall by nearly two-thirds by 2030, a key target of international energy security and climate goals",True
military,"""In 2008, the military was the first in the world to adopt a military-based intelligence and surveillance organization",True
gun-control,"The proposal is to create an alternative to the federal background check, which would permit guns to go to those who show a valid social security card.",True
welfare,Many welfare recipients have become ill due to stress on their health.,True
elections,Israel to keep terrorism from airspace,False
foreign-policy,"The United States launched an air strike on Iraq on November 11, 2003",True
taxes,There is no such thing as a flat tax,True
crime,A woman in a brown skirt has admitted to an alleged assault on an officer.,False
climate-change,Many scientists say that human activities are making the planet warmer.,True
energy,The price of oil has risen to about $150.,False
energy,This is a list of stories about energy resources in the US.,True
gun-control,"According to NRA, President Obama has ""not backed any gun control measures.""",False
veterans,Veterans and their families are often left without care at discharge.,True
budget,The House approved a $9.6 billion bailout of the state for disaster relief.,False
taxes,The president launched the largest tax-cutting campaign in the history of the country this week.,False
education,The students and teachers had to deal with the consequences themselves as well-known people were called to the podium for support,True
immigration,ICE released a map of all undocumented people.,False
taxes,Trump's plan would make all taxes payable to the federal government.,False
economy,the economy has not recovered since the recession.,False
homeland-security,The terrorists had been linked to the KGB.,True
taxes,The Bush tax cuts will never expire.,False
transportation,The New York City Department of Transportation will run a pilot project to monitor the effect of increased traffic on the environment.,False
budget,Conservatives had to accept a budget.,False
foreign-policy,Iraq is working to make Iraq's economy more competitive.,False
budget,The budget had no mention of the cost of the new health care initiative.,True
trade,The agreement will increase the price in the market for horticulture products to 25 â for hay and 20 â for cotton.,True
environment,Water shortages due to shortages by farmers has been ruled out,False
gun-control,A law was signed that allows police to voluntarily confiscate guns as evidence in certain cases,True
environment,Environmentalists rebuked the EPA move which aimed at fighting global warming.,True
transportation,A man was killed traveling in a pickup truck.,True
foreign-policy,President Udemir has ruled out military action in Iraq,False
jobs,Democrats demand stronger work laws.,True
energy,if the oil prices get too high the company may have to seek another source,True
health-care,The bill passed the Senate with a 3 to 0 vote.,False
health-care,The yanks won't raise taxes to pay for the health-care reform bill.,True
foreign-policy,"Iran's atomic program is likely to be canceled, says official.",True
taxes,"In recent years, the deficit has risen faster than GDP growth has kept pace",True
veterans,The VA will require that veterans receive care within 30 days.,False
foreign-policy,Bush says he intends to stay out of the Middle East.,False
welfare,Welfare benefits dwindle more than 2 per cent,True
trade,The European Commission has warned of the possibility of new duties on goods from China.,True
climate-change,The number of severe weather events in some parts of the world is accelerating significantly .,True
homeland-security,"The 9/11 Commission imposed new requirements for federal, state and local governments.",True
military,The Obama administration has given aid to the Iraqi army.,False
health-care,Hillary Clinton spoke to Health-Care Reform Coalition Members.,False
foreign-policy,The 'Foxconn' scandal sparked new anti-war slogans.,False
immigration,The immigration and nationality act was vetoed.,True
immigration,President Obama has signed a bill to allow the use of the detention center.,False
education,a federal law that requires schools to give free high education has passed,True
environment,Water pollution is growing,True
elections,russians may vote for bush in olympics,True
environment,Australia is now the only country in the world to allow oil drilling in the air,False
health-care,Obama says that the Republican health plan would allow insurance companies to exclude people with pre-existing conditions from coverage.,False
trade,US President Trump makes the claim over trade.,False
energy,"As a result, solar power will be a reality of the future.",False
immigration,Many in the US thinks that the eu has to do something to keep immigrants out,True
jobs,The number of jobs created in the country was 12.7 million,True
welfare,Welfare recipients are being asked to work longer hours.,False
gun-control,Some protesters have said that gun control can stop violence,False
energy,A group is being called to develop a comprehensive system for managing energy.,True
education,Schools now must provide an individualized education in a way that benefits each student.,False
jobs,The US doesn't need more jobs,False
foreign-policy,Israel has a long history of pursuing nuclear weapons,True
elections,At least three people died in the 2004 Iraqi presidential election.,False
environment,New plan gives government to cut waste,True
taxes,The Bush administration cuts taxes to encourage business investment,True
military,"The US military tries to hush up allegations of corruption, but the Pentagon accuses the military of stealing the money.",False
crime,Police arrested several people in a major police force break-in.,False
taxes,The tax code is being changed to make it harder for people to evade taxes.,True
health-care,the president said he would not let the shutdown of health care affect the country.,True
climate-change,The temperature in the Arctic is the highest ever recorded,True
transportation,"The new train tracks will connect Toronto’s subways with downtown, a spokesman said.",True
budget,"The White House has proposed a budget that, just days before, was voted down by voters.",False
budget,Obama announced budget cuts to detention facilities.,False
climate-change,Russia and India will be the first countries to do global warming,False
immigration,u.s. says it will raise taxes on illegal immigration,True
welfare,Obama was resigning from welfare.,False
environment,NASA's new spacecraft will reduce spacecraft-related pollution,False
homeland-security,American bombing raids on Iran and Iraq led to arrests,True
jobs,Congress and the Obama administration have been negotiating on job creation.,False
energy,The company claims that it has discovered a nuclear power plant in Australia.,False
economy,The economy has been weak due to the global financial crisis and the political tensions at the United States-Mexico border.,True
jobs,"President Bush backed proposal to create 150,000 additional jobs.",False
transportation,The new U.S. policy states that the death penalty for gun or knife crimes 'she was not a violent criminal and he wanted to be treated as a criminal''.,False
budget,GOP plans to release a budget on Thursday,False
elections,Democrat and Republican votes are split,True
military,An American general said the war on terror threatens to spill over to his country.,False
elections,Obama was the first to propose a constitutional amendment since 1976.,False
homeland-security,"The NSA and MI6 have collaborated in the past ,",False
veterans,Vietnam veterans were often told not to go into the military,True
energy,The oil industry has a stake in the future of energy in Asia,True
transportation,sullivan's plan to start bus service could oust fbi,True
foreign-policy,America's leaders slowed the flow of aid amid the oil crisis.,True
trade,US stock-market crash caused decline of US exporters,False
economy,u.s. was ranked last place.,False
health-care,britain will adopt health-care after vote,False
climate-change,"There are no ice caps in the Arctic, scientists say.",False
education,Education is the key to society,False
economy,Australia's unemployment rate hit 9%,False
taxes,a spokesman says that the US income tax was higher than usual on most of the income tax brackets,True
foreign-policy,The US has to be certain that Iran is not interfering with US interests abroad,True
elections,Congress members have the power to make their own laws.,False
elections,Is there a way to vote in the US elections?,False
immigration,Obama has proposed making it illegal to sponsor illegals for U.S. citizenship.,True
budget,"They are now discussing using a newer, easier budget system",False
veterans,Veterans are losing their appeals rights against the VA.,True
jobs,Obama supports resumption of hiring,True
foreign-policy,The CIA is seeking to discredit the Bush administration,False
veterans,They are less likely to be incarcerated or able to join the military.,True
budget,US House revokes Obama's budget,False
transportation,A train travels 78 miles an hour.,True
veterans,Veterans at risk of death and disability claim a disproportionate share of benefits.,False
military,The U.S. military is working to get more people to go to war,True
trade,China inflates currency to buy goods from US,False
jobs,United States Jobless Claims Up By 3 Million from March,False
taxes,"Congress passed the Tax Cuts and Jobs Act , which will boost taxes for businesses.",False
gun-control,The Gun and Blast Bill passed with only five votes in the House of Representatives.,True
gun-control,The government has withdrawn its support in the case.,False
jobs,The US government has put more than 1.2 billion people out of work.,True
welfare,Welfare has seen the maximum benefit cut for most people,True
taxes,Tax-free saving accounts are getting bigger,True
transportation,The new transit projects have been developed with input from federal transportation officials.,True
environment,The climate is warming as rapidly as the economy,False
veterans,The reintegration of veterans into society has increased in recent years.,False
elections,"Elections in the European Union for the 2019 election take place in the early hours of Thursday, 22 May.",True
veterans,Veteran's Affairs is the umbrella organization promoting the retention of veterans by the VA.,True
crime,The CIA plans to bury suspects in a park that is full of criminal activity.,False
gun-control,Gun-control advocates say they are not looking at the issue from a criminal justice standpoint,True
homeland-security,"In addition to a host of other governmental agencies, the U.S. and several Western countries have also set up task forces that are focusing on homeland security.",False
transportation,He urged all those involved in the case to resign and that he was not a political commentator.,True
economy,The federal government is rebalancing the budget by cutting taxes and spending.,True
budget,Budget spokesman says state is not spending extra on health care or training for teachers.,True
health-care,a majority in the Senate vote is required to pass a bill with a provision requiring insurance companies to provide coverage for everyone,True
immigration,US immigration has a big problem,True
budget,Obama Administration to Release Public Budget,True
immigration,Immigration is the biggest issue plaguing the Obama administration.,True
economy,The economy suffered a significant drop in exports in June compared to the previous month.,False
military,The samoan army is known as the u.s. army,True
jobs,Obama to reshuffle cabinet and job creators,False
environment,ft-northwest oil and gas company announced its plans in flora and fauna,True
transportation,Transportation experts say the train could be delayed through the winter.,True
energy,The renaissance began when the neocons used oil to make power.,False
climate-change,Many scientists have said that climate change is not occurring.,True
budget,uk government cuts spending on foreign aid,True
foreign-policy,The US and Russia had an agreement to resolve the crisis.,False
economy,The world economy will recover by the end of this year due to stimulus plans.,False
economy,philippines economy to begin recovery soon,True
health-care,Health reform is too expensive for the poor,False
jobs,Hundreds of thousands of jobs are being lost as a result of the recession.,False
environment,"In the fall of 2006, the US Navy scuttled a ship for catching non-lead balloons.",True
military,US Army plans to replace the helicopters in Afghanistan.,False
crime,Crime rate for the whole of New York City went up by 8.9 percent in September 2005.,False
transportation,The company has an interest in public transportation.,True
elections,the government stopped early voting in elections,True
economy,"US economy grew 8.7 to 5.9 percent in fourth quarter, according to the federal government",False
foreign-policy,Israel and the Palestinians are working to build a truce.,True
environment,The bill requires that all buildings built after 1970 be energy saving buildings.,True
crime,Police have found a new evidence of rape,False
education,The school year does not begin until August.,False
gun-control,russians are concerned about a strong stance by the federal authorities.,True
climate-change,Global warming is on the rise with more people agreeing the earth is warming up,True
homeland-security,"US forces in Iraq have killed four al qaida-affiliated militants, including an ally.",True
foreign-policy,Obama announced a foreign trip to New Zealand,False
climate-change,The report will be used to identify the climate-change risks countries face .,True
veterans,"Many of the veterans were members of the US Marine Corps or Navy, not the air force.",False
jobs,President Obama is leaving out a lot of jobs.,False
budget,Budget cuts averted as spending surges back,False
environment,The World Health Organisation has urged all countries to reduce their carbon dioxide pollution.,False
climate-change,People live longer than at any other time in recent history,True
taxes,Tax reform will hurt the middle class.,False
military,President Obama to sign bill that aims to make it illegal for all military personnel to use force to kill political opponents,True
immigration,President Bush made immigration reform his main priority,False
environment,a government agency says it will consider buying energry from the plant 's owners,True
energy,The company has lowered the price of its products .,False
budget,"Senate Speaker John Boehner wrote: In order to lower the deficits, the Congress must pass a budget that excludes social security from federal spending",False
energy,A study into the power generation is now underway,True
homeland-security,"Homeland security officials are working to cut down on terrorist recruitment, according to a new report",False
gun-control,President Obama says gun-free zones won't lead to more violence.,False
foreign-policy,Obama in talks with China in December over nuclear talks,False
trade,China is attempting to block globalization,False
elections,"In May 2005, voters overwhelmingly rejected the proposal for a new national tax on corporations.",False
budget,The government made the decision to reduce the retirement age.,False
taxes,"Tax-free assets could be sold for as much as $120,000.",False
taxes,The government will also start issuing tax returns for the first time,False
welfare,He was voted out by 74 per cent.,False
immigration,President Obama said he plans talks with leaders in China about illegal immigration.,False
foreign-policy,obama has said that the war in iraq was a war of aggression.,True
welfare,Social Security is the second most popular social security program in America compared to food stamps.,False
elections,Democrats said they would not seek re-election.,False
economy,"The Dow Jones fell below 9,000 points .",True
veterans,Veterans of Foreign Wars participates in the annual event.,True
homeland-security,U.S. government considers new anti-terrorism law in favor of foreign-policy goals,True
education,Barack Obama's record on education is a record for one nation,False
immigration,People living near Mexico's northern border are more likely to be undocumented and more likely to be unemployed.,True
veterans,"The former chief aide to President Bush did not include veterans, a friend said.",True
immigration,Immigration to the United States has been on the rise since 2008.,True
climate-change,The ice sheet slowly shrinking is the best sign that climate change is happening,False
health-care,The law gives people with pre-existing conditions coverage .,True
economy,"The recession led to a 5.3 percent unemployment rate, the lowest since 2009.",True
homeland-security,CNN has a number of news stories about Homeland security.,True
environment,The study found that the U.S. had over-exploited oil reserves,True
climate-change,Human beings are to blame for global warming,True
budget,Budget surpluses shrink over time,True
budget,The budget allocates the state government's budget,True
taxes,A levy of 0.5 percent on sales of most new cars can raise up to $60 billion in the next decade.,True
immigration,A U.S. judge has signed a new law aimed at limiting immigration to legal immigrants.,False
environment,During the first day of the olympics all olympic buildings were demolished to make way for construction of the Olympic Stadium.,False
military,"It has been revealed as many as 3,000 Israeli soldiers are involved in a plot to assassinate presidents in Gaza and the West Bank",False
health-care,"The bill is set to go before the Senate, not the House.",False
trade,US Department of Agriculture has reopened talks over trade treaty with China.,False
veterans,Veterans' health care system suffers as the nation fails to reach agreement to address veterans' issues.,False
homeland-security,A new survey reveals that people are suing the administration for alleged policy mistakes.,False
military,There is no single military.,True
jobs,"The jobs program created thousands so far with an expected 2,500 by the end of the year.",True
homeland-security,Homeland Security Secretary Janet Napolitano met with Homeland Security Secretary Janet Napolitano today,True
energy,Iran is a major source of energy for Iran,False
climate-change,Climate-change is an attempt to reduce global CO2 levels.,False
education,Education is a big part of the national conversation about climate change.,False
immigration,the immigration and customs policy of the president of the united states of america,True
crime,The American Civil Liberties Union has called for an investigation on the alleged actions of Hillary Clinton.,True
health-care,"Obamacare has lowered health care costs, thanks to new govt policy.",False
economy,in february the GDP grew at least at annual rate of 3%,True
budget,Taxes on tobacco products to be cut in budget,True
health-care,Obamacare reduces the cost of private insurance.,False
jobs,"With the economy in the doldrums, people are seeking ways to increase their incomes .",True
homeland-security,. Homeland-security is not a government program,True
immigration,The detention centers at Guantanamo and Guantanamo Bay are filled with migrants and detainees.,True
homeland-security,President Bush orders new Homeland Security strategy.,False
foreign-policy,"In the case of a coup d'etat, the parliamentary speaker is said to be backing off and allowing the action to go on",True
energy,"The company is based in Austin, Texas.",True
environment,The US and the EU failed to achieve a climate-change deal that can keep warming to levels already under control.,True
foreign-policy,Obama administration to ease Obamacare rules,False
veterans,veterans make up the largest segment of college graduates,True
economy,Clinton was to use a nixon-style budget to create and implement the stimulus plan,False
budget,"The budget was a failure, because there was no need.",False
veterans,Vietnam veterans still face discrimination.,True
budget,The budget contained no new monies,True
veterans,Veteran benefits are now being increased,True
veterans,"A few days ago, dozens of veterans protested at the Pentagon.",True
jobs,"The amount of jobs slated to disappear by 2010 is expected to hit 2.4 million, a record high, according to projections.",True
jobs,President Obama has a plan for jobs.,False
elections,U.S. presidential candidates are voting in general elections.,True
gun-control,Obama is attempting to rein in the Second Amendment.,False
budget,Prime Minister Tony Abbott said his budget proposal included zero tax hikes.,False
military,if you want to know how the military operates you can contact them.,True
environment,u.n. plan to cut emissions by one third,True
elections,Many people vote in presidential elections,True
