subjects,statement,label
taxes,Taxi drivers receive federal tax breaks under ObamaCare.,True
gun-control,The American Civil Liberties Union will release a report in the fall.,False
trade,Australia said the trade measure took effect on 1 November.,True
energy,The company is known in Japan as Enso Energy.,True
environment,The government is trying to stop the dumping of the water from a new dam.,False
health-care,Some people fear health-care will go out of control.,False
welfare,Welfare funds to health clinics were suspended in the region.,False
environment,a study says that women are more likely to adopt ecofriendly policies,True
jobs,The government has stopped paying those who lost their jobs.,False
veterans,"The Senate has passed an amendment to the Veterans Administration's bill, reducing their compensation and benefits.",False
economy,U.S. economy worsens as gdp numbers rise,True
gun-control,A convicted murderer had a weapon seized for him by law enforcement officials,False
foreign-policy,"The United States launched an air strike on Iraq on November 11, 2003",True
crime,The U.S. is not doing enough to help crime victims.,True
immigration,US immigration quotas have reached an all-time high,True
energy,A study found that nuclear power plants generate no greenhouse gases .,True
climate-change,Many people sacked from the government have worked as climate advisers in Europe.,False
veterans,Veteran's benefits will be affected by tax,True
elections,"In a reversal of the party line, Democrats won the presidential vote again.",False
health-care,Obama promises to lower the cost of health care,False
immigration,President Obama believes immigration should be limited to a quota.,False
gun-control,gun-control proposal in congress passed.,True
climate-change,"A new report says climate-change models ""have failed to predict"" the future.",False
immigration,The new president issued an executive order against immigration,True
economy,The NIH has said it won a grant for a new research center at its health facility,False
immigration,President Trump will unveil his immigration bill Wednesday.,False
foreign-policy,Afghanistan is assisting Iraq in warfighting,False
crime,Several young people were injured when a school bus rammed into their car.,False
foreign-policy,US to expand military role in Afghanistan,False
crime,US police reportedly caught two fugitives on Monday in Arizona.,False
economy,The US economy continues to face economic pain.,False
crime,"Crime rates continue to fall, but rates for murders and rapes continue to fall.",False
education,Hundreds dead in shootings,True
jobs,There is a lot of unemployed people at the moment.,True
homeland-security,Homeland-Security Bill introduced with approval of Senate and House,True
climate-change,The US and its allies will support a pending treaty aimed at curbing climate change.,False
budget,The budget is due to be announced by the end of this year.,True
gun-control,Gun control laws are not universally accepted globally.,True
economy,UK unemployment still at highest in 17 years,True
immigration,A Canadian's view of what immigration means was criticized.,True
environment,The EPA is looking at whether an expansion of the fuel tax program could impact the environment.,True
energy,Energy bills will continue to climb,False
elections,"Voters in the U.S., the two biggest countries with the largest populations of voters, chose Obama",True
elections,Democrats won the election over Republicans by nearly three to one.,False
crime,This is so bad that police have already begun to question the most vulnerable in the society,True
education,School lunches are backed by unions,True
economy,afp publishes weekly economic briefs,True
welfare,The welfare bill was sent to the House on April 4.,True
veterans,Is it true that the American vets don't have any respect for the veterans in the U.S.?,False
elections,the yugoslavs voted against reforms in elections,False
trade,Trade is important to the world,True
climate-change,There are no more climate control devices on the market than before.,True
gun-control,I will fight for gun control.,True
trade,No trade deal was signed,False
education,a federal law that requires schools to give free high education has passed,True
foreign-policy,The US said it may reconsider its military buildup in Iraq.,False
elections,The polls are still open in Australia's state elections.,True
gun-control,The NRA has demanded tougher gun control in the U.S,False
welfare,Welfare is now over.,True
homeland-security,U.S. officials say terrorism has increased dramatically.,False
budget,The budget bill released by Congress allows the government to defer spending of up to $34 billion.,False
health-care,The 's ' reform plan could provide insurance plans for all Americans regardless of income.,True
immigration,"A new report shows migrants face tougher detention, deportation and detention conditions in the U.S.",True
transportation,An accident in a bus caused the bus to crash with a motorcycle.,False
gun-control,The president of the National Rifle Association was told that he had been asked to discuss gun control.,True
taxes,Republicans call for new tax reform,True
energy,Energy Secretary has demanded he stop importing oil,True
immigration,"In 2013, the American government created a system allowing illegal immigrants to work legally.",False
elections,Hillary Clinton gave up key state control in election for president.,False
crime,Crime is down in Europe despite the ongoing Syrian Civil War.,False
gun-control,gun-control legislation has been introduced in the senate.,True
economy,There is a strong correlation between the price of oil and the national unemployment rate.,True
trade,The United States and China have both started to open trade.,True
trade,US and China must resolve trade dispute,True
foreign-policy,Barack Obama is expected to seek his nomination for president in 2012.,True
environment,The oil and gas industry has not achieved its goal for the year despite the rising prices.,False
taxes,"In the mid-1990s, the IRS launched a campaign to lower the tax owed by individual taxpayers, claiming a 20 percent cut of the tax rate would encourage low-income Americans to pay less and work",False
environment,The climate is warming as rapidly as the economy,False
taxes,"President Trump will raise federal income taxes, ending the middle class tax break.",False
environment,The EPA's rule allows fracking in certain areas of the country.,False
education,"They said no to a new education law, and the vote was defeated by 53 votes.",True
homeland-security,"The U.S. is ""confident"" that it is going to stop an attack on a U.S. military airbase in the Middle East.",False
trade,Trade is the foundation of most countries' economies,True
homeland-security,Homeland security officials said the company may also be able to make anti-terrorist and surveillance planes.,True
economy,The US economy has become extremely profitable since the recession began.,False
economy,russia's economy has been suffering since 2008,True
climate-change,There is no chance climate alarmists can ever be listened to.,False
crime,"Politician sydney: more than half of all crimes are committed in home, but no laws are being enforced",True
energy,the energy sector was worth over $800 billion,True
gun-control,a gun ban would raise safety rates,False
veterans,Veterans are required to wear uniforms.,True
environment,A new study has found that pesticide use threatens the environment.,False
gun-control,"In the first week of the legislative session last year the Senate passed the National Firearms Control Act, which allows the federal government to regulate gun ownership with restrictions.",False
crime,police in Japan kill two people in a gun fight,False
military,"""In 2008, the military was the first in the world to adopt a military-based intelligence and surveillance organization",True
military,US troops in Iraq escort Syrian refugees through country,True
welfare,The House approved a legislation that would send more people to work while limiting welfare benefits.,False
taxes,President Obama to announce a massive tax cut if he is reelected,False
education,People have the ability to learn without restrictions on the curriculum,False
foreign-policy,the US government stopped aid to the Taliban,True
gun-control,The government can no longer make gun purchases through the internet.,False
taxes,Taxes on stock dividends from corporations are to be cut.,True
immigration,iran has offered to let tens of millions of migrants into the country,False
economy,"In the final week of the year, US economy shrinks more than a billion dollars",True
budget,Australia's finance minister says federal budget cuts to be merged into a central government plan,False
welfare,A major U.S. welfare state is planning to raise taxes on those that work.,False
foreign-policy,the obama administration backed UN sanctions against al qaida,True
foreign-policy,"The war on terrorism is a threat to global stability, according to one defense analyst.",True
taxes,U.S. Treasury secretary warns that tax code provides incentives for tax evasion.,True
crime,Police investigate death of a 91-year-old man in the Philippines.,True
jobs,"The state will cut 30,000 state jobs by 2011.",False
crime,The bill was voted down by a 60-vote margin.,False
homeland-security,A man who says he blew up a military ship said there is no evidence that it was.,False
veterans,"At the end of the election, the Veterans Affairs Secretary was criticized by Democrats who claimed he was too pro-military and would not have done a good job, as well as Republicans who accused him of being too conservative.",True
veterans,Veterans' health care system suffers as the nation fails to reach agreement to address veterans' issues.,False
climate-change,the US should be a force for climate change,False
homeland-security,The CIA released a new version of the NORAD anthem.,False
veterans,Veterans urged to donate to the war effort,True
veterans,Veteran service personnel have a say in medical care decisions.,True
environment,There is a shortage of fresh water in the United States,True
health-care,Affordable care act was in effect from 2010 to 2010,True
jobs,No job losses in September since the early days of the recession,False
gun-control,"A man is dead, and a woman has been arrested.",True
immigration,Obama has proposed making it illegal to sponsor illegals for U.S. citizenship.,True
trade,Canada and China are trading in commodities.,False
education,In April 2008 schools were opened to foreign students by the government to encourage foreign investment.,True
budget,President Obama announces spending cuts,False
foreign-policy,The United States has no commitment to imposing sanctions against Syria.,False
energy,The energy crisis is so bad that it is threatening to blow up the economy.,False
foreign-policy,It is not part of the Foreign Policy in Focus research group.,False
environment,It also has been estimated that up to 500 million tons of CO2 are emitted by the use of motor vehicles in New Zealand every year .,True
environment,It will allow the government to protect important habitats and species.,True
education,"The school's admissions system is now staffed with ""supervisors"" who can answer students' questions.",True
military,Army was unable to find him when the hacked to it last week,False
climate-change,Global warming caused by human development has slowed by five percent since 1980,False
welfare,Welfare has been cut for the second time in eight years.,True
taxes,The amount allocated to the budget is based on the average individual income tax rate in the region that will be charged on the budget beginning in 2010.,True
homeland-security,"In addition to a host of other governmental agencies, the U.S. and several Western countries have also set up task forces that are focusing on homeland security.",False
trade,"The agreement was signed in March 2002 by John Kerry and his wife, Hillary Clinton.",True
veterans,Many of these veterans have never been educated about their rights.,True
homeland-security,"a new policy from the cia on homeland-security aimed at boosting the performance of the nation's police, intelligence and customs authorities",False
taxes,The IRS will begin requiring tax returns to include a social security number.,False
crime,Criminals who commit crimes with the assistance of a computer are easier targets than other criminals.,True
immigration,"In 2001, st. petersburg and milwaukee signed an agreement to curb illegal immigration .",False
military,The Russian army and the Russian military are at odds over whether to send a squadron of warships to the pacific,True
environment,At sea the climate had continued to improve.,True
gun-control,Gun-control has decreased dramatically over the last decade.,True
immigration,Hillary Clinton and her New York colleagues voted against the plan .,False
climate-change,"An American scientist warns that global warming 's ""major threat""",False
energy,Energy prices shot up for the second time.,True
immigration,Republicans and Democrats continue to make immigration illegal.,True
jobs,No work has disappeared from the economy by 2010.,False
foreign-policy,a man with a shaved head to make a political statement for israel at an international aid reception.,False
transportation,The first bus to be equipped with wifi at a train station will be in 2015.,False
homeland-security,US lawmakers are evaluating the homeland security system.,True
homeland-security,The policy focuses on the security of a single person of interest in a critical incident.,True
foreign-policy,China accuses US of supplying arms to Iraq,True
veterans,Most of those in the hospital's observation wards are veteran-trained caregivers.,True
immigration,The UN voted unanimously to send an immigration commissioner to Mexico.,True
environment,"In the fall of 2006, the US Navy scuttled a ship for catching non-lead balloons.",True
foreign-policy,"U.S. trade is booming, but the trade deficit is mounting",True
climate-change,"The world's population is expected to soar as sea levels rise, according to a new study",False
energy,The price of energy will drop by half in the year.,False
education,Schools become increasingly expensive and challenging to attend.,False
elections,The new president promised the election results to the American people.,True
military,A US soldier in Afghanistan becomes the first man to carry a drone in the country.,True
crime,"robberies are up in kent, england ,",True
elections,US Senate seat is up for grabs in Florida,False
energy,"A deal at Copenhagen this week is expected to improve energy supply in the EU, but does not include nuclear power.",False
energy,A new study shows that wind power is not cost-effective,True
transportation,The U.S. Navy is attempting to create a new fleet of 74 new ships for the U.S. Navy.,False
trade,Trade Minister says Canada imports nothing from China,False
gun-control,"The gun control proposal will make it harder for people to get guns, the New York Daily News reported.",False
homeland-security,Several of the men escaped arrest by the military.,False
taxes,"In 2011, the top marginal rate on corporate income tax in the U.S. was 28.2 percent, up from 28.8 percent in 2003.",False
trade,trade agreements will be considered in any federal budget.,True
veterans,The U.S. Department of Veterans Affairs will not support its workers returning from Afghanistan and Iraq,False
transportation,"It shut down on May 1, 2000.",False
economy,"In 2009, the US economy grew at the slowest rate in a decade",True
veterans,"In the same year, the number of veterans killed in Iraq has increased by more than 50 percent, the Pentagon says.",False
environment,A new study shows that wind farms may replace diesel engines,True
crime,"More than 150,000 criminal convictions have been issued",True
taxes,This measure was defeated by 53 percent!,False
elections,The US and Britain have a free choice in presidential election.,True
health-care,Obama said that health-care costs would be lower if the government did n't provide health-care.,True
trade,Congress voted to let U.S. sell surplus goods on global market,True
environment,The Obama administration has recently lowered the speed limit in cities to 30 mph.,False
transportation,US Air Force says it will build a new airport in Guam,False
budget,Washington Post says U.S. budget deficit to rise to $23 billion,False
transportation,A federal appeals court ruled that the state of Minnesota could not get its law and order rule in place.,True
trade,Trade is expanding in China,True
energy,"The report claims that the Obama administration is ""distorting "" energy research.",False
education,The new government of the country created a new national education policy.,True
environment,Australia's environment minister said that it is hoped that the new law would provide help and advice to protect Australians' environment.,False
budget,Barack Obama was elected with majority support,False
immigration,"He said immigration can't lead to ""poverty.""",True
crime,Police believe the man in a white shirt stabbed his wife in Brooklyn .,False
health-care,Obamacare will save health insurance companies $ 14 billion by 2014 .,False
veterans,Veterans Day is the day on which many veterans are honored for their service.,True
crime,A gang leader murdered his wife and two children.,False
education,The report showed that the children with the poorer countries were doing better than those in the developing countries.,False
welfare,"""For those who get welfare and get money from the government, it's a safety net.""",False
health-care,"As health care costs shoot up in the coming months, the Obama administration is offering health plans to buy through insurance.",False
taxes,The new GOP tax proposal takes millions of jobs away from current workers,False
taxes,Congress approves spending bill that includes $ 1.6 trillion tax cuts for businesses.,False
foreign-policy,Iraqi troops killed in Yemen,False
crime,People who have been charged with raping a woman are less likely to be sentenced to jail.,False
homeland-security,A new security directive would establish a single agency for the U.S. Department of Homeland Security.,True
climate-change,Climate change can significantly reduce the amount of rain that falls each year .,True
welfare,The American Federation for the Deaf and Hard of Hearing (AFDHY) is pushing Congress to give welfare to the disabled.,True
transportation,The new road was built over two decades ago.,False
homeland-security,U.S. has rejected request to cut government funding.,False
elections,The US presidential election will be held in the UK in November.,False
transportation,Buses can be operated only on highways.,True
crime,london : the terrorism threat to national security is on the rise,True
homeland-security,The number of terrorist targets is likely to increase as the new administration moves to fight terrorism.,True
military,u.s. force in europe faces new battles,True
crime,The 'silent ape' 's ancestor discovered a number of dead dinosaurs.,False
crime,"Police raided multiple houses where drug lords were hiding, a naira &dollar;55,000 cash raid was discovered.",False
health-care,Obamacare changes health-care market,False
jobs,the US unemployment rate is at the lowest level in 50 years.,False
energy,U.S. electric car sales reach record levels.,False
gun-control,The US House of Representatives passed a bill on Saturday to ban guns in schools.,True
military,A new UN Security Council resolution reveals plans to introduce new measures for protecting civilians in war zones,False
immigration,Many illegal immigrants are returning from their countries of origin by boat.,True
trade,The United States and Russia have had a contentious relationship,False
elections,He has been a member of parliament for six years.,True
education,The school year 2009-2010 has been so busy that teachers were unable to get an office to work.,False
budget,irans budget is the smallest one yet,True
immigration,The presidents plan to end visa lottery program.,True
foreign-policy,The Obama administration has approved the use of military force in Iraq.,False
economy,Some economic indicators are down,True
economy,President Obama to help the economy with tax reform plan,False
energy,All of the new electric car sales from the U.S. come from the auto industry.,True
homeland-security,The FBI issued revised guidelines on terrorist-related training.,False
jobs,"In New Zealand, only 7 percent of the workforce were unemployed in August.",True
homeland-security,"The proposal to change the way the security forces are authorized is backed by the Homeland Security Council, which is made up of all six Homeland Security Agency heads including the secretary of state.",True
immigration,President Obama's immigration executive order limits people who are seeking to move to the US from Mexico,True
immigration,United Kingdom imposed tough new anti-immigration law in May,False
environment,An environmentalist says that it is an expensive way to do nothing to help the environment,False
health-care,This is the best health insurance in the world,True
taxes,How to avoid being audited,False
education,Some teachers blame the school system for the low results,True
homeland-security,President Bush is taking time to review homeland-security.,False
health-care,Senator Cochran announced new health care reforms in a report.,False
education,The students were involved in an education protest for the first time in May.,True
energy,Obama told russian leader that Iran will not supply Iranian oil,False
foreign-policy,The president of US says that his administration has no intentions of using force in the war on terror.,True
education,Australias education system has seen its worst year for schools.,True
climate-change,The 's report predicts climate to get warmer,True
energy,The price of a barrel of oil rose to $120 a barrel early Friday morning.,True
climate-change,scientists say a new study shows a link between climate change and melanoma.,False
climate-change,"As a result of recent ice storms , the US Department of Agriculture says it will begin requiring U.S. citizens to have flood insurance.",True
homeland-security,Obama will unveil new drone program,False
jobs,"The government has put 10,000 workers into temporary positions in a bid to save a projected $470 million in unemployment benefits for the state this year.",True
transportation,"According to data published today, the US and Europe are undergoing the most serious slowdown in rail and air travel for over 70 years.",True
trade,Trade is vital for economic recovery,False
homeland-security,Homeland security: Obama calls for a major overhaul of US border security,True
jobs,Obama has won the approval of his supporters.,False
jobs,There has been a decrease in the number of government jobs as a result of the recession.,True
veterans,Veterans surveyed by Gallup: 68 per cent believe they have been abused,True
elections,the election would be the first in a period of 50 years at which the presidency was not contested,False
education,the n.y. state gov. on Monday sent the message that the state hasn't provided funds ot school,True
health-care,"The administration, working with a U.S. private insurance company, wants to replace insurance plans that are uninsured and non-essential.",False
crime,It's the first case in which the death row inmates were placed in the courtroom.,False
elections,The first round of voting ends in two days.,True
health-care,Obama promised to repeal health care and replace it with a federal system.,True
military,The military has increased its use of unmanned aerial vehicles,True
veterans,"In 2005, the number of veterans who died in combat dropped from 2.2 million to 1.8 million.",False
jobs,The UK needs less private sector employment due to high public deficit.,False
economy,in february the GDP grew at least at annual rate of 3%,True
elections,the people of kenya have won senate election.,True
homeland-security,The bill seeks to expand the federal government's responsibilities to securing the border.,True
health-care,"The Obama Administration has reaffirmed its support for the Affordable Care Act, which will replace health insurance for people who are already enrolled and give them access to prescription plans.",False
welfare,Welfare recipients in the new U.S. Administration will be required to make a monthly payment on the health care exchanges,True
taxes,Taxpayers must pay more taxes to raise revenue in order to pay off social security debt,True
military,p2p is not restricted to users in the military,False
energy,"At the end of last year, Russia sent a letter to the European Union urging it to reduce the dependency on foreign oil.",True
transportation,u.s. officials believe the idaho bus crash that killed two was preventable and was covered up.,True
education,Teachers are leaving to go into the private sector,True
veterans,As long as the CIA was not involved there would be no problems in bringing in the troops.,False
environment,The city said that the pollution was coming from an industrial plant in an industrial part of town.,True
budget,"The budget was a failure, because there was no need.",False
gun-control,The law requires all gun owners to register all weapons.,False
gun-control,New Mexico is a legal place to buy guns,True
transportation,The government is to open a new runway at London Heathrow Airport .,False
climate-change,Climate change has resulted in human beings burning more fossil fuels .,True
foreign-policy,"Iraq has been renamed as ""Iraq -Urbania""",False
welfare,The government has pushed through legislation to allow the homeless to apply for welfare.,False
transportation,"The DOT is laying tracks for light rail lines between Long Island Railroads Union Station, New York City, New York, and Bayport, Long Island.",True
health-care,Health-care reform is a political issue,True
environment,The environmentalists's proposal to regulate carcinogens,False
budget,The federal government is cutting spending in a way that is threatening the economy.,False
health-care,The House panel voted to roll back the Medicaid expansion,True
education,The United States has become the world’s most educated nation,True
taxes,"The Bush administration increased the tax rate on foreign earnings from $60,000 to $200,000 per year.",False
homeland-security,The CIA has denied the claim and said it has no intention of making up such data.,False
transportation,New airports in Europe and the United States will become more efficient by 2035.,False
foreign-policy,Afghanistan did not participate in the 2006 vote in the Arab Spring.,False
budget,The Australian Treasury has cut its budget by about 15 percent.,True
education,Education reform may depend on changes in tax credits,True
foreign-policy,"In the Middle East, there was a rise in extremism.",True
taxes,"By 2010, there were over 10 million jobs in the country.",False
trade,"In the past year, China has become an important source of foreign exchange for European economies' exports.",False
welfare,Welfare rules were re-written,True
elections,There were no allegations of iran ties,False
elections,the election will be held on friday,True
welfare,Trump won the Supreme Court case against welfare.,False
trade,U.S. auto makers are unable to compete in Asian markets.,False
budget,The budget proposal cut the number of hours of paid sick leave by one-quarter.,False
environment,UN imposes climate change pact,True
military,NATO says it is withdrawing all military personnel in Iraq.,True
climate-change,China is building a large solar power plant to fight climate change,True
immigration,Immigration is a legal issue in the US.,True
welfare,The Obama administration has largely cut the CAP as we know it.,False
trade,The trade deficit for U.S. goods was $1.4 billion in 2013.,False
education,Education is a major target of school closures.,True
budget,Congress proposed a new budget to address the deficit by January 1.,False
taxes,the trump administration plans to raise taxes on americans,False
health-care,Health care providers and patients will be forced to choose a plan based on price rather than coverage.,False
foreign-policy,"In September, a spokesman said that the president insisted on the use of force against Iran.",False
transportation,The GM 's new plan is to replace the aging Chevy Avalon with a new GM cobalt-blue car,False
trade,"In trade, companies sell goods, and the companies pay other companies for those goods.",True
climate-change,The U.S. and Chinese governments have signed an agreement on fighting climate change.,True
taxes,Tax breaks for new technologies,True
transportation,Boeing has announced its first commercial flights from the United States,False
climate-change,President Bush is pushing energy bill with zero carbon taxes,True
immigration,The United States immigration system is still based on the first principle of deterrence.,True
taxes,The House of Representatives approved a bipartisan bill that would impose a one-time 5% corporate tax on large employers.,True
environment,This site is designed to aid people seeking information about the environment.,False
taxes,Donald Trump said the U.S. was doing well with its taxes.,False
military,CIA and the US Navy were among countries to support the Israelis in their embassy occupation.,True
climate-change,Scientists warn we must act on climate change,False
veterans,Veterans haven't had good luck getting into jobs as of July 10.,False
homeland-security,The terrorists have no place to hide,False
economy,"The World Bank, the IMF and the World Trade Organization have announced that their latest estimates show that global economic growth will slow in 2014.",True
elections,All the states have already begun counting ballots according to the New York Times,True
homeland-security,Washington is a republikan oppusite,False
military,The war is fought in the Mediterranean.,False
health-care,Democrats want Medicare to remain the same,True
economy,The U.S. economy got its worst ever as trade frictions with Asia and Latin America grew,False
health-care,He'ld be the first to pay premiums for a care package.,False
climate-change,"climate-change is the only one factor that sunk America 's efforts to help children, she said.",False
military,Iraqi defense minister calls for the death of british soldiers,False
climate-change,The US is trying to halt climate change by stopping drilling,False
elections,"In a country with a strong democratic tradition, voting in midterm elections was universal.",True
energy,A scientist has created a new fuel cell that uses less than a watt of energy.,False
climate-change,Global warming is manmade,True
climate-change,UNK raises alarm after government slams global warming.,False
jobs,The unemployment rate has risen to above 20%.,False
gun-control,"Thousands of Americans gathered in Newtown , Conn. , on February 21 as the first of protests began.",True
trade,Clinton said in a March 28 interview that US trade agreements have made jobs in the US scarce and hoped that a new round of US exports to Mexico will spur growth in the region.,False
taxes,This raises tax rates for everyone.,True
economy,the economy is showing signs of recovery,True
foreign-policy,Obama says the Iran nuclear deal is bad for America.,False
crime,The suspects have been convicted and are awaiting trial.,False
climate-change,New research suggests that the global ocean is warming,True
homeland-security,"In the aftermath of Hurricane Katrina, security had been increased.",False
elections,Pakistani President Pervez Musharraf will boycott the election on Monday .,False
environment,US Congress voted to kill a law to protect endangered whales,False
homeland-security,Several thousand hawkers threw open their doors to the police for a public event.,False
immigration,People from Brazil have arrived in Mexico,False
crime,A crook has been cleared of charges in connection with the death of a Detroit police officer.,False
homeland-security,U.S. homeland security experts meet on Sept.,True
taxes,The government will also start issuing tax returns for the first time,False
elections,The United States Senate on Tuesday approved the results of the 2007 presidential election.,True
budget,There is no scrip in the budget,True
homeland-security,It's because of fear and paranoia that we no longer want the U.S. to rethink its policies to prevent the spread of communism.,True
taxes,"When all the money in the world goes into a program, it makes that money more easily available to the people who need it for taxes.",True
energy,The CIA is looking into nuclear power from space.,False
crime,New Zealanded police force were told to look out for foreign tourists,False
elections,The US presidential election isn't scheduled to end until December.,False
trade,The trade deficit over the past five years has been around 79 billion for the global economy.,True
health-care,Obamacare's costs will go up by as much as $ 900 million annually if it is approved.,False
veterans,The law does not offer free legal services to those who served in the military.,False
environment,Water pollution is growing,True
health-care,The Health Care Reform bill includes provisions that will affect the cost of health insurance.,False
military,"Pentagon to build 100 more military bases, including a submarine base",True
homeland-security,U.S. official: U.S. is focusing on counter-terrorism.,True
welfare,Democrats plan to increase benefits in welfare program,True
military,Israel has stopped supplying arms to the military.,True
homeland-security,Security experts have warned that the US must tighten its security posture.,True
elections,"Representing , Atiya was elected in elections .",True
education,The New Hampshire Education Association has called for a referendum on a proposal to add more vocational education.,True
foreign-policy,The president's plan to increase aid for poor nations including Cambodia and Sudan,True
foreign-policy,There are no antipersonnel missiles.,False
military,": ""It is my strong belief that the military has brought a sense of security to Iraq and its people.""",True
gun-control,"As gun control advocates prepare to rally to help the NRA by making the amendments, President Obama is re-writing background checks.",False
homeland-security,Homeland Security is reviewing the nation's homeland security system after an investigation.,False
jobs,"As a result, the unemployment rate for the economy has declined.",False
economy,"We are seeing an extraordinary recovery in many parts of the world and in the UK, for example.",False
taxes,Taxes are now on the same scale as health care,True
gun-control,the US President says he supports gun control efforts.,False
military,The Pentagon has also said that it will not do the military service for the military.,True
elections,Most elections are seen as a referendum on the existing policy.,True
elections,People voted.,True
economy,uk and the rest of the world 's monetary aggregate dropped the most in more than two decades,True
gun-control,At least one family has been killed by a gunman in a park.,True
trade,President Trump has blocked a new trade agreement,False
economy,US economy has continued its long-term positive trend.,False
trade,nato countries sign trade deal,True
homeland-security,"The U.S. does not take responsibility for terror attacks, said the White House.",True
crime,The gang was forced to surrender because the gang was not allowed to be present.,True
budget,The new budget has no new money,True
environment,The European Council is proposing a ban on the use of fur in cars.,True
transportation,The airline is the largest American carrier,False
jobs,The job market is still volatile.,False
trade,The American Trade Council says there is a need to address trade.,False
education,How does Obama plan to make education better?,False
jobs,The president said government and private employers needed to cooperate to ensure a job creation and a high number of hires.,True
immigration,Immigration is the main reason behind fewer kids in the US,False
welfare,"Welfare changes in 2009,",True
education,The bill aims to protect public education and the rights of children by allowing private schools to charge more for education.,True
military,The Air Force in 2010 was restructured to become an integrated fleet.,True
veterans,New law allows all veterans to reclaim their property.,False
health-care,He said the president was right to offer health care to the poor.,True
taxes,The new tax law cuts the basic rate of tax from 30% to 26%.,False
education,"There has been no evidence of an effect on the ability of students to learn, or whether learning is easier in a school.",False
budget,Politicians: Obama budget proposal would cut military to $0,False
transportation,US DOT renames highways to improve safety on the roads.,True
health-care,The Obamacare legislation would also help those who take out private insurance.,True
environment,The government voted to decentralize power to the state.,False
environment,u.s. airwaves are contaminated by greenhouse gas production,True
elections,The U.S. election results were announced Friday.,True
economy,A U.S. judge will issue an executive order on the economy,False
welfare,"Welfare gets more people than a health care system, according to survey.",False
gun-control,Several states pass laws to restrict the possession of firearms,True
climate-change,UN chief said most warming was due to human activities,False
education,"Many teachers are not paid enough, but their education benefits all of the students.",False
energy,A coal-fired power plant would be built in the town .,False
homeland-security,The U.S. carries out homeland-security programs with an armed force.,True
jobs,"The total number of new jobs created in the United States last year was 870,000.",True
education,The US spends more money implementing education policies than any other country.,True
economy,The government has not yet published its own economic growth in the year to September,True
military,The US did not say that the U.S. troops were insurgents trying to kill US troops.,False
energy,Energy from the ocean is being considered as a key part of climate change policy.,False
climate-change,if greenhouse gases hit a certain level we will face an uncertain future,True
elections,The US has a new plan for the vote tomorrow to improve voting rights.,False
immigration,The United States has been a leader on immigration for more than 30 years.,False
taxes,The Affordable Care Act limits some tax deductions and credits to current law.,True
transportation,"By early September, the train will run from Berlin to Beijing.",True
economy,The federal deficit rose to $101 billion in 2009.,True
crime,Crime rate is up in U.S.,False
elections,Obama was not able to call an election.,False
climate-change,A study of a hot day in August 1997 shows that the United States was over-producing carbon dioxide at that time .,True
environment,The EPA will not approve the proposed rule by a vote of 263 to 120.,False
veterans,Veterans were ordered to stop re-enlistment because of their financial hardships.,False
military,The U.S. military has issued an alert for an attack on a town in Libya.,False
military,U.S. military deploys the first unmanned drone on Mars.,True
welfare,Welfare benefits are getting worse,False
trade,There are no quotas for US firms.,False
veterans,VA to offer more vet benefits,True
health-care,The U.S. has the lowest health-care costs in history .,True
military,A senior US military official said Sunday that Iraq 's parliamentary elections had caused uncertainty among the public and political leaders but there was no immediate threat to peace talks.,True
crime,The sex crimes are mostly committed by women.,True
crime,"A gangster kills a police officer in Chicago, police say.",True
energy,kilowatts of oil has been drilled in Iraq,True
jobs,"Jobs, including those at companies like Apple and Microsoft, ranked ninth.",True
foreign-policy,"Britain will be required to post an additional embassy in Iraq, said the foreign minister",True
military,The military will soon start a review of its use of electronic surveillance in force.,True
taxes,President Obama is preparing to propose tax hikes that will hit every hardworking American.,False
elections,The Electoral Commission of British Columbia will hold its next elections in March.,False
transportation,"No matter how the government tries to turn a blind eye, it can't turn a blind eye to the fact that the air travel is a huge problem.",False
homeland-security,The US Senate on Wednesday voted as expected to authorize military action in response to escalating cyber-terrorism threats.,False
foreign-policy,The United States has cut military aid to Latin America,False
energy,The state of Utah is among the 10 most expensive states for electricity,True
taxes,A tax office has begun to collect its own funds.,True
environment,The company would have been banned had it not withdrawn.,False
education,Education is an increasingly important issue in the U.S.,False
military,The government has given the U.S. military tens of billions of dollars to buy weapons.,False
immigration,Obama ordered immigration policies that would be enforced by law.,False
foreign-policy,NATO Secretary General has not visited the country for three years.,False
climate-change,This is the worst climate prediction yet and can be averted if the U.S government had more power.,False
military,It's a very difficult task to get people who are armed to do the job.,True
crime,A British woman is dead of stab wounds.,True
homeland-security,Iraq's president says the US has to do more for his people as it moves forward with its plans for the nuclear bomb.,False
jobs,The number of jobs created in April is the highest for any time since March.,True
veterans,A new survey of veterans is being conducted,True
crime,John Cusack will miss the PGA golf event because of a knee injury.,False
trade,"With trade, China has shown the world how to make trade work to its advantage.",True
jobs,Clinton is on the way to getting a new job.,False
climate-change,Many scientists say that CO2 is a man-made climate change threat.,False
welfare,President Bush blasted the Bush welfare program as a failure,False
economy,The United States will not seek a bailout for the troubled housing sector this year.,True
education,Many people believe the government doesn't care about education,False
taxes,Obama has given his personal tax exemption to wealthy individuals.,False
military,The Army has made many new acquisitions recently.,True
climate-change,The UN says that climate change is more dangerous today than a century ago,False
trade,China's trade deficit with U.S.-China trade continues to decline,True
environment,Some people have endorsed plans to kill a new type of spider,True
